reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,source,keyword
acb078ca-fb48-4212-b7f1-58fccf320486,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,eror mulu deh heran buru2 mau tf login aja susah,1,0,2.7.20,2025-12-28 17:24:31+00:00,"Hai, Kak Silvia. Maaf atas ketidaknyamanannya. Terkait kendala tersebut boleh kirimkan gambar kendalanya ke X @haloblu atau email haloblu@bcadigital.co.id agar kami bisa bantu lebih lanjut ya.",2025-12-28 18:02:50,2.7.20,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv,transfer
e58cc00e-5256-4e23-ace6-c13b278a18a3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ini lama² apl nya buffering lama bgt. pdhl wifi buat buka apl/bank lain lancar² aja. cm mau tf aja butuh waktu 30 menit. gmn kl ada urgent/ mau qris. tolong dong segera diperbaiki. 30 MENIT CUMA BUAT TF. LOGIN 20 MENIT!,1,10,2.7.0,2025-12-20 06:34:14+00:00,"Hai, Kak Laurel. Maaf atas ketidaknyamanannya. Kami akan selalu terus memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu. Terkait kendala tersebut pastikan Kakak menggunakan aplikasi blu versi terbaru, pastikan setting waktu di handphone menjadi otomatis, jaringan internet lancar dan stabil serta tidak menggunakan jaringan WiFi.",2025-12-20 06:46:33,2.7.0,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv,transfer
b5605fa2-5dd8-41cf-9cbb-393c8a110124,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,apakah trf dari bca ke blu atau sebaliknya masih kena biaya?,3,0,2.7.0,2025-12-19 04:31:14+00:00,"Hai, Kak Gumilar. Maaf atas ketidaknyamanannya. Terkait adanya biaya transfer BI-FAST dari BCA ke blu adalah ketentuan dari BCA. Namun tenang saja Kakak masih bebas biaya transfer BI-FAST dari blu ke BCA ya. blu by BCA Digital adalah anak perusahaan dari Bank BCA, tetapi sudah berbeda bank. Masing-masing mempunyai kebijakan yang berbeda Kak.",2025-12-19 06:02:36,2.7.0,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv,transfer
9dd1f27b-6e04-4e3e-94e6-b44782640e8a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bagus dan membantu transfer kemana aja,5,0,,2025-12-18 21:22:29+00:00,"Hai, Kak Fadli. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Selamat menikmati kemudahan bertransaksi menggunakan blu ya. 😊",2025-12-18 21:57:26,,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv,transfer
1472cf0e-61c9-4665-a682-f324729d3d49,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"dari hari Jumat mau transfer pakai BI fast ke blu dari bank lain tidak bisa,saya kira BI fast sedang trouble,tapi ketika saya coba transfer Bi fast ke bank lain bisa,mohon arahannya...",2,5,2.7.0,2025-12-16 22:38:03+00:00,"Hai, Kak Rio. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi memenuhi kebutuhan perbankan Kakak. Terkait kendala tersebut boleh infokan detail kendala serta kirimkan gambar kendalanya ke X @haloblu atau email haloblu@bcadigital.co.id agar kami bisa bantu lebih lanjut ya.",2025-12-16 23:06:47,2.7.0,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv,transfer
98e4ae95-2cba-4b58-8427-b6677a3d9af2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,feenya lebih tinggi klo mau tarik tunai atau tf. klo bank lain cuma 2500 ini blu feenya 3500 mending cari yg laen sih menurut ku,1,0,2.6.0,2025-12-15 17:11:02+00:00,"Hai, Kak Favian. Maaf atas ketidaknyamanannya. Untuk transfer ke Bank lain bisa bebas biaya menggunakan BI-FAST atau LLG sesuai dengan kuota bluLoyalty dan untuk tarik tunai atau setor juga bisa bebas biaya menggunakan kuota bluLoyalty. Tingkatin terus saldo Kakak agar semakin banyak mendapatkan kuota bluLoyalty ya Kak.",2025-12-16 00:43:01,2.6.0,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv,transfer
39628fc3-c45a-4bbc-949f-740623afe7cf,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Halo kak ini blu kenapa gabisa di buka yaa? saya baru TF uang lagi tlong di bantu, nanti ditambah LG bintangnya",5,0,2.7.0,2025-12-15 06:00:46+00:00,"Hai, Kak Muhammad Robi. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi memenuhi kebutuhan perbankan Kakak. Terkait kendala tersebut boleh infokan detail kendala serta kirimkan gambar kendalanya ke X @haloblu atau email haloblu@bcadigital.co.id agar kami bisa bantu lebih lanjut ya.",2025-12-15 06:58:58,2.7.0,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv,transfer
3ac44ca4-4668-4b44-9333-5262ded2e2ac,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"saya heran tf kesesama produk bca kena biaya admin! dr blu ke bca saya chat lwt bantuan tdk bisa menyelesaikan msl mlh dilempar ke hallo bca.. gunanya bantuan chat live itu apa? cuma dgrin mslh ajakah? ada inisiatiflah msl "" baik pak apakah bpk bersedia dihub oleh tean terkait""...hrsnya spt itu bknnya nasabah yg berusaha hub ke hallo bca..aneh bnr mana ada apk lembaga keuangan lain spt ini .. semua mslh itu cukup satu pintu selesai... sekelas lembaga keuangan bsr msh aja tdk faham soal gini",1,0,,2025-12-13 10:12:50+00:00,"Hai, Kak Agan. Maaf bikin Kakak jadi tidak nyaman. Transfer dari blu ke BCA gratis pakai BI-FAST, namun jika Kakak transfer dari BCA ke blu dikenakan biaya sesuai jenis transfer yang digunakan, hal tersebut merupakan kebijakan dari BCA. Untuk kendala yang dialami, boleh Kakak infokan lebih detail ke DM X @haloblu agar kami infokan lebih lanjut.",2025-12-13 11:09:07,,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv,transfer
07732b95-3c92-4c44-b644-d9474ed88e9e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sudah beberapa kali mau bayar atau mau transfer tapi aplikasi tidak bisa di buka, stack di halaman masuk / putih aja di saat buka BCA dan aplikasi lain lancar. jadi takut klok semua uang di masuin disana trus mau di pakai ga ada yang bantu transfer dari orang terdekat. *tidak ada update di play store Tolong di perbaiki, ini aplikasi pembayaran. sering bgt customer mau bayar malah kerepotan apalagi kalo antri dan bikin customer malu",1,38,2.6.0,2025-12-08 19:58:38+00:00,"Hai, Kak Revina. Maaf atas ketidaknyamanannya. Kami akan selalu terus memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu. Untuk kendala sebelumnya sudah berhasil ditangani. Silakan Kakak dapat mencoba kembali ya.",2025-12-08 20:14:33,2.6.0,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv,transfer
6a19a53b-56cb-4f16-b556-4d8e04bafc07,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"pengalaman error ga bisa login dan ga bisa transfer bikin kesel. Padahal jaringan saya lancar-lancar aja, tapi dipake buat masuk ke aplikasi Blu malah ga bisa terus.",2,2,2.7.0,2025-12-08 19:56:46+00:00,"Hai, Kak Rafif. Maaf atas ketidaknyamanannya. Kami akan selalu terus memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu. Untuk kendala sebelumnya sudah berhasil ditangani. Silakan Kakak dapat mencoba kembali ya.",2025-12-08 20:22:55,2.7.0,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv,transfer
