reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
d7781876-3d5f-4808-8d46-feb819481d41,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"verifikasi wajarh nya ribet, ngga segampang yang lain, kemara sudah sudah bener cahaya sudah terang tetep gabisa terlalu ribet buat verifikasi wajah nya ga cukup satu kali atau 2 kali udah coba cari cahaya yang terang sama aja gabisa",1,9,2.6.0,2025-11-30 22:24:51+00:00,"Hai, Kak Mochammad. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi kebutuhan perbankan Kakak. Terkait hal tersebut pastikan beberapa hal berikut, pastikan Kakak tidak memakai sunglasses, di tempat yang terang, tidak backlight, posisi wajah di dalam lingkaran dan pastikan aplikasi blu versi terupdate ya.",2025-11-30 23:08:14,2.6.0
996fed5e-ee13-45c5-9171-08ecd7a93a4e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,blu BCA pancen ok,5,0,2.6.0,2025-11-30 22:15:07+00:00,"Hai, Kak Eri. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",2025-11-30 23:07:43,2.6.0
db460fe1-c0f0-4837-8b95-a648794bee7d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,2.6.0,2025-11-30 18:17:11+00:00,"Hai, Kak Edi. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",2025-11-30 19:48:49,2.6.0
65d01942-84c0-4337-9c78-bdbc395f2be0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kenapa saya ya dapet otp dari wa maupun SMS?,1,0,2.6.0,2025-11-30 15:53:02+00:00,"Hai, Kak Dinar. Maaf atas ketidaknyamanannya. Perihal kendala OTP pastikan memori tidak full, menonaktifkan fitur incoming call, menonaktifkan fitur blocking SMS, pastikan nomor tidak dalam masa tenggang, pastikan tidak ada blocking dari operator (tagihan pascabayar yang belum dibayarkan dan pastikan handphone tidak dalam airplane mode.
",2025-11-30 16:18:11,2.6.0
8bf4cd44-c375-49e0-98be-b86d67e09868,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"apk ribet top up e-wallet gagal terus tf ke bank lain saldo ga masuk, qris juga gagal mulu. gaje",1,0,,2025-11-30 08:55:52+00:00,"Hai, Kakak . Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi memenuhi kebutuhan perbankan Kakak. Terkait kendala tersebut boleh infokan detail kendala serta kirimkan gambar kendalanya ke X @haloblu atau email haloblu@bcadigital.co.id agar kami bisa bantu lebih lanjut ya.
",2025-11-30 09:09:37,
3d81f2ee-1b16-4f93-973d-c0a5ad14568a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kenapa kunci pin saya lupa kok GK buru direspon,5,0,,2025-11-30 07:02:58+00:00,"Hai, Kakak. Maaf atas ketidaknyamanannya. Terkait kendala yang Kakak alami, silakan Kakak bisa reset langsung dari aplikasi blu. Namun untuk pengecekan lebih lanjut kami sarankan untuk menghubungi layanan haloblu di 1500668 atau melalui aplikasi haloBCA karena membutuhkan verifikasi data melalui telepon. 🙏
",2025-11-30 08:18:33,
ae0279a2-f87f-4f38-9a55-fc4caf6280bd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagys,5,0,2.6.0,2025-11-30 02:46:44+00:00,"Hai, Kak Abdu Rohman. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",2025-11-30 03:05:54,2.6.0
4c7bb6f0-3959-4615-b7d0-3a88c03bacd3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mau nanya di redmi note 13 pro android 14 kok crash ya,2,0,,2025-11-30 02:10:22+00:00,"Hai, Kak Ferrenza. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi memenuhi kebutuhan perbankan Kakak. Terkait kendala tersebut boleh infokan detail kendala serta kirimkan gambar kendalanya ke X @haloblu atau email haloblu@bcadigital.co.id agar kami bisa bantu lebih lanjut ya.
",2025-11-30 02:50:20,
e8b53d9f-7731-4a02-bb42-09c3e19815f1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kenapa aplikasinya gak bisa dibuka ?,1,0,2.6.0,2025-11-30 01:38:57+00:00,"Hai, Kak Chaerunah. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi memenuhi kebutuhan perbankan Kakak. Terkait kendala tersebut boleh infokan detail kendala serta kirimkan gambar kendalanya ke X @haloblu atau email haloblu@bcadigital.co.id agar kami bisa bantu lebih lanjut ya.",2025-11-30 02:14:10,2.6.0
7d21965c-a102-45b1-895e-916ad3389046,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"kenapa minta aktifkan screen lock sih? kan bisa pin/biometrik di aplikasi saja. tapi saya tanya teman saya di dia engga, tapi kenapa di HP saya iya. bingung deh. saya pake HP poco c75",3,0,2.6.0,2025-11-29 21:11:17+00:00,"Hai, Kak Nofia. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi memenuhi kebutuhan perbankan Kakak. Terkait kendala tersebut boleh infokan detail kendala serta kirimkan gambar kendalanya ke X @haloblu atau email haloblu@bcadigital.co.id agar kami bisa bantu lebih lanjut ya.",2025-11-29 21:34:03,2.6.0
