reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
7716cd9b-b662-456c-bc84-85377d45c93b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,jos,1,0,3.2.0,2025-12-31 23:42:56+00:00,"Hi Sahabat @Suhendras Hendrawan, terima kasih atas review yang telah diberikan. Semoga terus menikmati kemudahan dan kenyamanan dalam menggunakan Livin' by Mandiri ya. Daftarkan transaksi secepat kilat pada menu Quick Pick untuk diakses pada halaman Login atau Beranda. Yuk coba sekarang. Tks~Mandala",2025-12-31 23:44:48,3.2.0
e1c2d08f-e1da-4973-bc82-14739cf2a0ac,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Bank Mandiri ingin menguras rekening nasabah yang saldonya kecil. karena semua transaksi Pembayaran lewat VA, dll . dikenakan biaya admin 1000 rupiah, padahal sebelumnya tidak ada , rugi jadinya karena banyak biaya admin. bayangkan 1000 rupiah di kali 100 kali transaksi, karena buat yang saldo rekeningnya kecil, seperti saya ibu Rumah tangga sangat membebani dan merugikan , padahal sudah ada biaya bank yang dipotong setiap bulannya. mohon dipertimbangkan oleh bank mandiri. kebijakan ini .",1,2,3.2.0,2025-12-31 23:07:36+00:00,"Halo Sahabat @Nurhasanah Apriani, mohon maaf atas ketidaknyamanannya. Terkait kendala Sahabat mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi Mandiri Call 14000 lalu tekan 2 agar dapat dilakukan pengecekan. Tks~Romi",2025-12-31 23:29:06,3.2.0
774e6889-6a85-4a14-a17e-e82ccfa080a0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus pakai kartu ATM ngambil uang lebih mudah,5,0,3.1.0,2025-12-31 23:02:52+00:00,"Halo Sahabat @Yayan Hendrawan, terima kasih atas review yang telah diberikan. Semoga terus menikmati kemudahan dan kenyamanan dalam menggunakan Livin' by Mandiri ya. Daftarkan transaksi secepat kilat pada menu Quick Pick untuk diakses pada halaman Login atau Beranda. Yuk coba sekarang. Tks~Ervan",2025-12-31 23:14:17,3.1.0
56c1eaff-ad2a-43c5-b43b-a834e88b3fa2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ini kenapa ya disaat saya buka aplikasi mandiri ini muncul notif sedang dalam panggilan tidak bisa masuk aplikasi, sedangkan saya tidak sedang menelpon siapa siapa atau di telpon seseorang",4,0,,2025-12-31 22:49:19+00:00,"Hi Sahabat @Muamar, mohon maaf atas ketidaknyamanannya. Terkait kendala Sahabat mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi mandiri call 14000 agar dapat dilakukan pengecekan. Tks~Mandala",2025-12-31 22:54:00,
f428f5c9-4d74-40d8-9ef2-d1257990002b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ini bagaimana. solusi nya saya lupa password dan sandi.. masuk suruh foto. kartu ATM sedang kan saya belum punya kartu ATM mandiri... 🙏🙏🙏🙏 bantuan nya,1,0,3.2.0,2025-12-31 22:47:49+00:00,"Hai Sahabat @Alfin Shaputra, mohon maaf atas ketidaknyamanannya. Utk pengecekan lebih lanjut atas kendala yg dialami, kami persilakan mengirimkan pesan melalui layanan email kami di mandiricare@bankmandiri.co.id atau mandiri call 14000 ya. Tks~Tommy",2025-12-31 22:49:59,3.2.0
1a6541c5-24f6-48c3-83bc-d226e1af96e7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,stiap mau masuk livin ga prnah bisa belum berhasil trhubung trus knpa ini?,1,0,3.2.0,2025-12-31 22:02:30+00:00,"Halo Sahabat @Abdul Rosyid, mohon maaf atas ketidaknyamanannya. Kami sarankan Sahabat melakukan force close aplikasi kemudian restart HP yg digunakan, jaringan yg digunakan dlm keadaan stabil dan dipastikan tdk menggunakan WiFi. Jika masih terkendala dpt mengirimkan email ke mandiricare@bankmandiri.co.id atau hubungi mandiri call 14000. Tks ~ Said",2025-12-31 22:04:55,3.2.0
27854c6f-1a15-4a7b-81cf-bd0230cb8844,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,parah ini mandiri gak bisa loding 🤕,5,0,3.2.0,2025-12-31 22:02:14+00:00,"Halo Sahabat @Asri Andi, mohon maaf atas ketidaknyamanannya. Terkait kendala Sahabat mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi Mandiri Call 14000 lalu tekan 2 agar dapat dilakukan pengecekan. Tks~Amar",2025-12-31 22:04:27,3.2.0
53256f1c-3fb3-4e3e-a418-462beb428e5f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,haduuuh up date up date apa lagi ini,1,0,3.1.0,2025-12-31 20:29:01+00:00,"Halo Sahabat @jaka la2na, mohon maaf atas ketidaknyamannya. Perihal kendala pada layanan Livin' by Mandiri, mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi layanan mandiri 14000 agar dapat dilakukan pengecekan. Tks~Ervan",2025-12-31 20:30:19,3.1.0
b60a3bd8-56a3-49ef-8258-089852f731f2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kenapa di livin saya ga ada fitur pinjaman ya,4,0,3.2.0,2025-12-31 20:08:53+00:00,"Terima kasih atas review yang telah diberikan Sahabat @bisyrah koyimah12. Jika pd Livin' by Mandiri tidak terdapat fitur pinjman, maka kami sarankan Sahabat bisa mendatangi KC Bank Mandiri terdekat utk melakukan pengajuan pinjaman ya.  Tks~Tommy",2025-12-31 20:29:40,3.2.0
62533d44-9904-4360-ab41-264da1ae919c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi ini tidak bisa di akses oleh sy.sy tidak bisa membuka aplikasi ini,3,0,3.2.0,2025-12-31 20:05:43+00:00,"Halo Sahabat @Endah Rosidah, mohon maaf atas ketidaknyamanannya. Kami sarankan Sahabat melakukan force close aplikasi kemudian restart HP yg digunakan, jaringan yg digunakan dlm keadaan stabil dan dipastikan tdk menggunakan WiFi. Jika masih terkendala dpt mengirimkan email ke mandiricare@bankmandiri.co.id atau hubungi mandiri call 14000. Tks ~ Said",2025-12-31 20:36:33,3.2.0
